,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
0,Active,No,Traditional,Elementary,3-5,Public,Peter Burnett Elementary,Wiseburn Unified,Los Angeles,5403 West 138th Street,Hawthorne,CA,90250,Yes,5,Peter Burnett Elementary
1,Active,Yes,Traditional,Elementary-High Combination,3-12,Public,Da Vinci Science,Wiseburn Unified,Los Angeles,13500 Aviation Boulevard,Hawthorne,CA,90250,Yes,5,Da Vinci Science
2,Active,Yes,Traditional,Elementary-High Combination,K-12,Public,Da Vinci Design,Wiseburn Unified,Los Angeles,12501 Isis Avenue,Hawthorne,CA,90250,Yes,5,Da Vinci Design
3,Active,Yes,Traditional,Elementary,K-8,Public,Da Vinci Innovation Academy,Wiseburn Unified,Los Angeles,13500 Aviation Boulevard,Hawthorne,CA,90250,Yes,5,Da Vinci Innovation Academy
4,Active,No,Traditional,Elementary,K-5,Public,Juan De Anza Elementary,Wiseburn Unified,Los Angeles,12110 Hindry Avenue,Hawthorne,CA,90250-3403,No,1,Juan De Anza Elementary
5,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Richard Henry Dana Middle,Wiseburn Unified,Los Angeles,5504 West 135th Street,Hawthorne,CA,90250-6462,Yes,5,Richard Henry Dana Middle
6,Active,No,Traditional,Elementary,K-2,Public,Juan Cabrillo Elementary,Wiseburn Unified,Los Angeles,5309 West 135th Street,Hawthorne,CA,90250-4948,No,1,Juan Cabrillo Elementary
7,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-8,Public,PREPA TEC,Los Angeles Unified,Los Angeles,2665 Clarendon Avenue,Huntington Park,CA,90255-4138,No,1,Los Angeles CO Parcels 2009-2010
8,Active,No,Traditional,Elementary,K-5,Public,Bonsall Elementary,Bonsall Unified,San Diego,31555 Old River Road,Bonsall,CA,92003-5112,No,1,Bonsall Elementary
9,Active,No,Traditional,Elementary,K-6,Public,Bonsall West Elementary,Bonsall Unified,San Diego,5050 El Mirlo Drive,Oceanside,CA,92057,No,1,Bonsall West Elementary
10,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Norman L. Sullivan Middle,Bonsall Unified,San Diego,7350 West Lilac Road,Bonsall,CA,92003-5112,Yes,2,Norman L. Sullivan Middle
11,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Cucamonga Middle,Central Elementary,San Bernardino,7611 Hellman Avenue,Rancho Cucamonga,CA,91730-2204,No,1,Cucamonga Middle
12,Active,Yes,Traditional,Elementary-High Combination,K-12,Public,CORE Placer Charter,Placer County Office of Education,Placer,1033 South Auburn Street,Colfax,CA,95713,No,1,CORE Placer Charter
13,Active,No,Traditional,Intermediate/Middle/Junior High,4-8,Public,Pleasant Valley Elementary,Penn Valley Union Elementary,Nevada,14685 Pleasant Valley Road,Penn Valley,CA,95946-9529,No,1,Pleasant Valley Elementary
14,Active,No,Traditional,Elementary,K-8,Public,Ready Springs Elementary,Penn Valley Union Elementary,Nevada,10862 Spenceville Road,Penn Valley,CA,95946-9625,Yes,2,Ready Springs Elementary
15,Active,Yes,Traditional,Elementary-High Combination,1-12,Public,Vantage Point Charter,Penn Valley Union Elementary,Nevada,10862 Spenceville Road,Penn Valley,CA,95946-9625,Yes,2,Vantage Point Charter
16,Active,No,Traditional,Elementary,K-3,Public,Williams Ranch Elementary,Penn Valley Union Elementary,Nevada,14804 Pleasant Valley Road,Penn Valley,CA,95946-9722,Yes,2,Williams Ranch Elementary
17,Active,No,Traditional,Preschool,P,Public,Penn Valley Union Special Education Preschool,Penn Valley Union Elementary,Nevada,14806 Pleasant Valley Road,Penn Valley,CA,95946,Yes,2,Penn Valley Union Special Education Preschool
18,Active,Yes,Traditional,Elementary-High Combination,6-12,Public,Aspire Vanguard College Preparatory Academy,Modesto City High,Stanislaus,5255 First Street,Empire,CA,95319,Yes,2,Stanislaus CO Parcels 2009
19,Active,Yes,Traditional,Elementary,K-8,Public,Dixon Montessori Charter,Dixon Unified,Solano,355 North Almond Street,Dixon,CA,95620-2702,Yes,2,Solano Co Parcel data 2010; Pilot project shp
20,Active,Yes,Traditional,Elementary,1-6,Public,River Montessori Elementary Charter,Old Adobe Union,Sonoma,3880 Cypress Drive,Petaluma,CA,94954,No,1,Sonoma County Parcel Data 2012; internet research
21,Active,No,County Community School,High School,7-12,Public,Marin County Community,Marin County Office of Education,Marin,160-B North San Pedro Road,San Rafael,CA,94903,No,1,Marin County Parcel data 2010
22,Active,Yes,Traditional,High School,10-11,Public,Phoenix Academy,Marin County Office of Education,Marin,160-B North San Pedro Road,San Rafael,CA,94903,No,1,Marin County Parcel data 2010
23,Active,No,Special Education School,Elementary-High Combination,K-12,Public,Marin County Special Education,Marin County Office of Education,Marin,1111 Las Gallinas Avenue,San Rafael,CA,94913,Yes,2,Marin County Parcel data 2010
24,Active,No,Traditional,Elementary,K-8,Public,Bolinas-Stinson Elementary,Bolinas-Stinson Union,Marin,125 Olema-Bolinas Road,Bolinas,CA,94924,No,1,Marin County Parcel data 2010
25,Active,No,Traditional,Elementary,K-5,Public,Dixie Elementary,Dixie Elementary,Marin,1175 Idylberry Drive,San Rafael,CA,94903-1131,No,1,Marin County Parcel data 2010
26,Active,No,Traditional,Elementary,K-5,Public,Mary E. Silveira Elementary,Dixie Elementary,Marin,375 Blackstone Drive,San Rafael,CA,94903-1401,No,1,Marin County Parcel data 2010
27,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Miller Creek Middle,Dixie Elementary,Marin,2255 Las Gallinas Avenue,San Rafael,CA,94903-1699,No,1,Marin County Parcel data 2010
28,Active,No,Traditional,Elementary,K-5,Public,Vallecito Elementary,Dixie Elementary,Marin,50 Nova Albion Way,San Rafael,CA,94903-3556,No,1,Marin County Parcel data 2010
29,Active,No,Traditional,Elementary,K-4,Public,Anthony G. Bacich Elementary,Kentfield Elementary,Marin,699 Sir Francis Drake Boulevard,Kentfield,CA,94904-1639,No,1,Marin County Parcel data 2010
30,Active,No,Traditional,Intermediate/Middle/Junior High,5-8,Public,Adaline E. Kent Middle,Kentfield Elementary,Marin,800 College Avenue,Kentfield,CA,94904-2549,No,1,Marin County Parcel data 2010
31,Active,No,Traditional,Elementary,K-6,Public,Laguna Elementary,Laguna Joint Elementary,Marin,2657 Chileno Valley Road,Petaluma,CA,94952-9428,No,1,Marin County Parcel data 2010
32,Active,No,Traditional,Elementary,K-8,Public,Lagunitas Elementary,Lagunitas Elementary,Marin,One Lagunitas School Road,San Geronimo,CA,94963-0308,Yes,2,Marin County Parcel data 2010
33,Active,No,Traditional,Elementary,K-6,Public,San Geronimo Valley Elementary,Lagunitas Elementary,Marin,One Lagunitas School Road,San Geronimo,CA,94963-0308,Yes,2,Marin County Parcel data 2010
34,Active,No,Traditional,Intermediate/Middle/Junior High,5-8,Public,Hall Middle,Larkspur-Corte Madera,Marin,200 Doherty Drive,Larkspur,CA,94939-1532,No,1,Marin County Parcel data 2010
35,Active,No,Traditional,Elementary,K-4,Public,Neil Cummins Elementary,Larkspur-Corte Madera,Marin,58 Mohawk Avenue,Corte Madera,CA,94925-1033,No,1,Marin County Parcel data 2010
36,Active,No,Traditional,Elementary,K-3,Public,Lincoln Elementary,Lincoln Elementary,Marin,1300 Hicks Valley Road,Petaluma,CA,94952-9407,No,1,Marin County Parcel data 2010
37,Active,No,Traditional,Elementary,K-5,Public,Edna Maguire Elementary,Mill Valley Elementary,Marin,80 Lomita Drive,Mill Valley,CA,94941-1464,No,1,Marin County Parcel data 2010
38,Active,No,Traditional,Elementary,K-5,Public,Old Mill Elementary,Mill Valley Elementary,Marin,352 Throckmorton Avenue,Mill Valley,CA,94941-2640,No,1,Marin County Parcel data 2010
39,Active,No,Traditional,Elementary,K-5,Public,Park Elementary,Mill Valley Elementary,Marin,360 East Blithedale Avenue,Mill Valley,CA,94941-2140,No,1,Marin County Parcel data 2010
40,Active,No,Traditional,Elementary,K-5,Public,Strawberry Point Elementary,Mill Valley Elementary,Marin,117 East Strawberry Drive,Mill Valley,CA,94941,No,1,Marin County Parcel data 2010
41,Active,No,Traditional,Elementary,K-5,Public,Tamalpais Valley Elementary,Mill Valley Elementary,Marin,350 Bell Lane,Mill Valley,CA,94941-4038,No,1,Marin County Parcel data 2010
42,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Mill Valley Middle,Mill Valley Elementary,Marin,425 Sycamore Avenue,Mill Valley,CA,94941-2231,No,1,Marin County Parcel data 2010
43,Active,No,Traditional,Elementary,K-8,Public,Nicasio,Nicasio,Marin,5555 Nicasio Valley Road,Nicasio,CA,94946,No,1,Marin County Parcel data 2010
44,Active,No,Special Education School,Preschool,P,Public,Novato Early Intervention,Novato Unified,Marin,931 C Street,Novato,CA,94949-5061,No,1,Marin County Parcel data 2010
45,Active,No,Traditional,Intermediate/Middle/Junior High,5-8,Public,San Jose Intermediate,Novato Unified,Marin,1000 Sunset Parkway,Novato,CA,94949-4999,No,1,Marin County Parcel data 2010
46,Active,No,Community Day School,Intermediate/Middle/Junior High,7-8,Public,Nexus Academy,Novato Unified,Marin,720 Diablo Avenue,Novato,CA,94947-4004,Yes,4,Marin County Parcel data 2010
47,Active,No,Alternative School of Choice,High School,7-12,Public,Nova Education Center,Novato Unified,Marin,720 Diablo Boulevard,Novato,CA,94947-4004,Yes,4,Marin County Parcel data 2010
48,Active,No,Adult Education Center,Adult,Adult,Public,Novato Adult Education Center,Novato Unified,Marin,740 Diablo Boulevard,Novato,CA,94947-4062,Yes,4,Marin County Parcel data 2010
49,Active,No,Continuation School,High School,9-12,Public,Marin Oaks High,Novato Unified,Marin,720 Diablo Avenue,Novato,CA,94947-4004,Yes,4,Marin County Parcel data 2010
50,Active,No,Traditional,High School,9-12,Public,Novato High,Novato Unified,Marin,625 Arthur Street,Novato,CA,94947-4499,No,1,Marin County Parcel data 2010
51,Active,No,Traditional,High School,8-12,Public,San Marin High,Novato Unified,Marin,15 San Marin Drive,Novato,CA,94945-1117,No,1,Marin County Parcel data 2010
52,Active,No,Traditional,Elementary,K-8,Public,Hamilton Meadow Park,Novato Unified,Marin,"1 Main Gate Road, Hamilton Field",Novato,CA,94949-6423,No,1,Marin County Parcel data 2010
53,Active,No,Traditional,Elementary,K-5,Public,Loma Verde Elementary,Novato Unified,Marin,399 Alameda de La Loma,Novato,CA,94949-5935,No,1,Marin County Parcel data 2010
54,Active,No,Traditional,Elementary,K-5,Public,Lu Sutton Elementary,Novato Unified,Marin,1800 Center Road,Novato,CA,94947-2975,No,1,Marin County Parcel data 2010
55,Active,No,Traditional,Elementary,K-5,Public,Lynwood Elementary,Novato Unified,Marin,1320 Lynwood Drive,Novato,CA,94947-4629,No,1,Marin County Parcel data 2010
56,Active,No,Traditional,Elementary,K-5,Public,Olive Elementary,Novato Unified,Marin,629 Plum Street,Novato,CA,94945-2578,No,1,Marin County Parcel data 2010
57,Active,No,Traditional,Elementary,K-5,Public,Pleasant Valley Elementary,Novato Unified,Marin,755 Sutro Avenue,Novato,CA,94947-1937,No,1,Marin County Parcel data 2010
58,Active,No,Traditional,Elementary,K-5,Public,Rancho Elementary,Novato Unified,Marin,1430 Johnson Street,Novato,CA,94947-4459,No,1,Marin County Parcel data 2010
59,Active,No,Traditional,Elementary,K-5,Public,San Ramon Elementary,Novato Unified,Marin,45 San Ramon Way,Novato,CA,94945-1616,No,1,Marin County Parcel data 2010
60,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Sinaloa Middle,Novato Unified,Marin,2045 Vineyard Road,Novato,CA,94947-3810,No,1,Marin County Parcel data 2010
61,Active,Yes,Traditional,Elementary,K-8,Public,Novato Charter,Novato Unified,Marin,940 C Street,Novato,CA,94949-5060,No,1,Marin County Parcel data 2010
62,Active,No,Traditional,Elementary,3-6,Public,Bel Aire Elementary,Reed Union Elementary,Marin,277 Karen Way,Tiburon,CA,94920-2044,No,1,Marin County Parcel data 2010
63,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Del Mar Middle,Reed Union Elementary,Marin,105 Avenida Miraflores,Tiburon,CA,94920-1414,No,1,Marin County Parcel data 2010
64,Active,No,Traditional,Elementary,K-2,Public,Reed Elementary,Reed Union Elementary,Marin,1199 Tiburon Boulevard,Tiburon,CA,94920-1550,No,1,Marin County Parcel data 2010
65,Active,No,Traditional,Elementary,K-8,Public,Ross Elementary,Ross Elementary,Marin,9 Lagunitas Road,Ross,CA,94957,No,1,Marin County Parcel data 2010
66,Active,No,Traditional,Elementary,K-1,Public,Short Elementary,San Rafael City Elementary,Marin,35 Marin Street,San Rafael,CA,94901-4960,No,1,Marin County Parcel data 2010
67,Pending,No,Traditional,Elementary,P-1,Public,Gallinas Elementary,San Rafael City Elementary,Marin,251 North San Pedro Road,San Rafael,CA,94903,Yes,2,Marin County Parcel data 2010
68,Active,No,Traditional,Elementary,K-5,Public,Bahia Vista Elementary,San Rafael City Elementary,Marin,125 Bahia Way,San Rafael,CA,94901-4502,No,1,Marin County Parcel data 2010
69,Active,No,Traditional,Elementary,K-5,Public,Coleman Elementary,San Rafael City Elementary,Marin,800 Belle Ave,San Rafael,CA,94901-2227,No,1,Marin County Parcel data 2010
70,Active,No,Traditional,Elementary,K-8,Public,Venetia Valley Elementary,San Rafael City Elementary,Marin,177 North San Pedro Rd,San Rafael,CA,94903-4200,No,1,Marin County Parcel data 2010
71,Active,No,Traditional,Elementary,K-5,Public,Glenwood Elementary,San Rafael City Elementary,Marin,25 Castlewood Dr,San Rafael,CA,94901-2524,Yes,2,Marin County Parcel data 2010
72,Active,No,Traditional,Elementary,K-5,Public,Laurel Dell Elementary,San Rafael City Elementary,Marin,225 Woodland Ave,San Rafael,CA,94901,No,1,Marin County Parcel data 2010
73,Active,No,Traditional,Elementary,K-5,Public,San Pedro Elementary,San Rafael City Elementary,Marin,498 Point San Pedro Rd,San Rafael,CA,94901,No,1,Marin County Parcel data 2010
74,Active,No,Traditional,Elementary,K-5,Public,Sun Valley Elementary,San Rafael City Elementary,Marin,75 Happy Ln,San Rafael,CA,94901-1020,No,1,Marin County Parcel data 2010
75,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,James B. Davidson Middle,San Rafael City Elementary,Marin,280 Woodland Ave,San Rafael,CA,94901-5046,No,1,Marin County Parcel data 2010
76,Active,No,Adult Education Center,Adult,Adult,Public,San Rafael Adult Education,San Rafael City High,Marin,310 Nova Albion Way,San Rafael,CA,94903,Yes,2,Marin County Parcel data 2010
77,Active,No,Continuation School,High School,10-12,Public,Madrone High Continuation,San Rafael City High,Marin,185 Mission Ave,San Rafael,CA,94901-5632,Yes,2,Marin County Parcel data 2010
78,Active,No,Traditional,High School,9-12,Public,San Rafael High,San Rafael City High,Marin,185 Mission Ave,San Rafael,CA,94901-5632,Yes,2,Marin County Parcel data 2010
79,Active,No,Traditional,High School,9-12,Public,Terra Linda High,San Rafael City High,Marin,320 Nova Albion Way,San Rafael,CA,94903-3523,Yes,2,Marin County Parcel data 2010
80,Active,No,Traditional,Elementary,K-4,Public,Bayside Martin Luther King Jr. Academy,Sausalito Marin City,Marin,200 Phillips Drive,Sausalito,CA,94965-1194,No,1,Marin County Parcel data 2010
81,Active,Yes,Traditional,Elementary,K-8,Public,Willow Creek Academy,Sausalito Marin City,Marin,636 Nevada Street,Sausalito,CA,94965-1654,No,1,Marin County Parcel data 2010
82,Active,No,Traditional,High School,9-12,Public,Sir Francis Drake High,Tamalpais Union High,Marin,1327 Sir Francis Drake Boulevard,San Anselmo,CA,94960-1800,No,1,Marin County Parcel data 2010
83,Active,No,Traditional,High School,9-12,Public,Tamalpais High,Tamalpais Union High,Marin,700 Miller Avenue,Mill Valley,CA,94941-2926,No,1,Marin County Parcel data 2010
84,Active,No,Traditional,Elementary,K-6,Public,Union Elementary,Union Joint Elementary,Marin,5300 Red Hill Road,Petaluma,CA,94952-9445,No,1,Marin County Parcel data 2010
85,Active,No,Traditional,High School,9-12,Public,Tomales High,Shoreline Unified,Marin,3850 Irvin Road,Tomales,CA,94971-0198,No,1,Marin County Parcel data 2010
86,Active,No,Special Education School,Preschool,P,Public,Special Education Pre-School,Shoreline Unified,Marin,40 John Street,Tomales,CA,94971,Yes,2,Marin County Parcel data 2010
87,Active,No,Traditional,Elementary,K-1,Public,Inverness Elementary,Shoreline Unified,Marin,BayView and Mesa,Inverness,CA,94937,No,1,Marin County Parcel data 2010
88,Active,No,Traditional,Elementary,2-8,Public,West Marin Elementary,Shoreline Unified,Marin,11550 Highway 1,Point Reyes Station,CA,94956-0300,No,1,Marin County Parcel data 2010
89,Active,No,Traditional,Elementary,K-5,Public,Bodega Bay Elementary,Shoreline Unified,Sonoma,1200 Canon Street,Bodega Bay,CA,94923,No,1,Sonoma County Parcel Data 2012; internet research
90,Active,No,Regional Occupational Center/Program,High School,9-12,Public,Marin County ROP,Marin County ROP,Marin,1111 Las Gallinas Avenue,San Rafael,CA,94913,Yes,2,Marin County Parcel data 2010
91,Active,No,Traditional,Elementary,K-5,Public,Hidden Valley Elementary,Ross Valley Elementary,Marin,46 Green Valley Court,San Anselmo,CA,94960-1112,No,1,Marin County Parcel data 2010
92,Active,No,Traditional,Elementary,K-5,Public,Manor Elementary,Ross Valley Elementary,Marin,150 Oak Manor Drive,Fairfax,CA,94930-1013,No,1,Marin County Parcel data 2010
93,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,White Hill Middle,Ross Valley Elementary,Marin,101 Glen Drive,Fairfax,CA,94930-1338,No,1,Marin County Parcel data 2010
94,Active,No,Traditional,Elementary,K-4,Public,Brookside Elementary,Ross Valley Elementary,Marin,116 Butterfield Road,San Anselmo,CA,94960-1562,No,1,Marin County Parcel data 2010
95,Active,No,Traditional,Elementary,K-5,Public,Wade Thomas Elementary,Ross Valley Elementary,Marin,150 Ross Avenue,San Anselmo,CA,94960,No,1,Marin County Parcel data 2010
96,Active,No,Juvenile Court School,High School,10-12,Public,Marin County Juvenile Court,Marin County Office of Education,Marin,16 Jeannette Prandi Way,San Rafael,CA,94903,No,1,Marin County Parcel data 2010
97,Active,Yes,Traditional,Elementary,K-5,Public,Wilbur Charter For Enriched Academics,Los Angeles Unified,Los Angeles,5213 Crebs Avenue,Tarzana,CA,91356-4010,No,1,Los Angeles CO Land Type 2011
98,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,"Washington Irving Middle School Math, Music and Engineering Magnet",Los Angeles Unified,Los Angeles,3010 Estara Avenue,Los Angeles,CA,90065-2205,Yes,2,Los Angeles CO Land Type 2011
99,Active,Yes,Traditional,Elementary,K-5,Public,Serrania Avenue Charter For Enriched Studies,Los Angeles Unified,Los Angeles,5014 Serrania Avenue,Woodland Hills,CA,91364-3303,No,1,Los Angeles CO Land Type 2011
100,Active,Yes,Traditional,Elementary,3-5,Public,Fenton Avenue Charter,Los Angeles Unified,Los Angeles,11828 Gain Street,Lake View Terrace,CA,91342-7132,Yes,2,Los Angeles CO Land Type 2011
101,Active,Yes,Traditional,Elementary,K-5,Public,Topanga Learn-Charter Elementary,Los Angeles Unified,Los Angeles,22075 Topanga School Road,Topanga,CA,90290,No,1,Los Angeles CO Land Type 2011
102,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Palms Middle,Los Angeles Unified,Los Angeles,10860 Woodbine Street,Los Angeles,CA,90034-5416,No,1,Los Angeles CO Land Type 2011
103,Active,No,Traditional,Elementary,K-5,Public,Fishburn Avenue Elementary,Los Angeles Unified,Los Angeles,5701 Fishburn Avenue,Maywood,CA,90270-2819,Yes,2,Los Angeles CO Land Type 2011
104,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Edwin Markham Middle,Los Angeles Unified,Los Angeles,1650 East 104th Street,Los Angeles,CA,90002-3606,Yes,2,Los Angeles CO Land Type 2011
105,Active,No,Traditional,Elementary,K-5,Public,Seventy-Fourth Street Elementary,Los Angeles Unified,Los Angeles,2112 West 74th Street,Los Angeles,CA,90047-2118,No,1,Los Angeles CO Land Type 2011
106,Active,No,Traditional,Elementary,K-5,Public,Saturn Street Elementary,Los Angeles Unified,Los Angeles,5360 Saturn Street,Los Angeles,CA,90019-3960,No,1,Los Angeles CO Land Type 2011
107,Active,Yes,Traditional,Elementary,K-5,Public,Van Gogh Charter,Los Angeles Unified,Los Angeles,17160 Van Gogh Street,Granada Hills,CA,91344-1217,No,1,Los Angeles CO Land Type 2011
108,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-8,Public,Robert A. Millikan Middle,Los Angeles Unified,Los Angeles,5041 Sunnyslope Avenue,Sherman Oaks,CA,91423-1445,No,1,Los Angeles CO Land Type 2011
109,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Francisco Sepulveda Middle,Los Angeles Unified,Los Angeles,15330 Plummer Street,North Hills,CA,91343,Yes,2,Los Angeles CO Land Type 2011
110,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Van Nuys Middle,Los Angeles Unified,Los Angeles,5435 Vesper Avenue,Van Nuys,CA,91411-3738,No,1,Los Angeles CO Land Type 2011
111,Active,No,Traditional,Elementary,K-5,Public,Vena Avenue Elementary,Los Angeles Unified,Los Angeles,9377 Vena Avenue,Arleta,CA,91331-4733,No,1,Los Angeles CO Land Type 2011
112,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-9,Public,Alfred B. Nobel Charter Middle,Los Angeles Unified,Los Angeles,9950 Tampa Avenue,Northridge,CA,91324-1142,No,1,Los Angeles CO Land Type 2011
113,Active,Yes,Traditional,Elementary,K-5,Public,Sherman Oaks Elementary Charter,Los Angeles Unified,Los Angeles,14755 Greenleaf Street,Sherman Oaks,CA,91403-4127,No,1,Los Angeles CO Land Type 2011
114,Active,No,Traditional,Elementary,K-6,Public,Sierra Park Elementary,Los Angeles Unified,Los Angeles,3170 Budau Avenue,Los Angeles,CA,90032-2856,No,1,Los Angeles CO Land Type 2011
115,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Pio Pico Middle,Los Angeles Unified,Los Angeles,1512 South Arlington Avenue,Los Angeles,CA,90019-4552,No,1,Los Angeles CO Land Type 2011
116,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,David Wark Griffith Middle,Los Angeles Unified,Los Angeles,4765 East Fourth Street,Los Angeles,CA,90022-1846,No,1,Los Angeles CO Land Type 2011
117,Active,No,Traditional,Elementary,K-5,Public,Virginia Road Elementary,Los Angeles Unified,Los Angeles,2925 Virginia Road,Los Angeles,CA,90016-3628,Yes,2,Los Angeles CO Land Type 2011
118,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-8,Public,Paul Revere Middle,Los Angeles Unified,Los Angeles,1450 Allenford Avenue,Los Angeles,CA,90049-3614,No,1,Los Angeles CO Land Type 2011
119,Active,No,Traditional,Elementary,K-5,Public,Lenicia B. Weemes Elementary,Los Angeles Unified,Los Angeles,1260 West 36th Place,Los Angeles,CA,90007-3947,No,1,Los Angeles CO Land Type 2011
120,Active,No,Traditional,Elementary,K-5,Public,Hamlin Charter Academy,Los Angeles Unified,Los Angeles,22627 Hamlin Street,West Hills,CA,91307-3603,No,1,Los Angeles CO Land Type 2011
121,Active,No,Traditional,Elementary,K-5,Public,Haddon Avenue Elementary,Los Angeles Unified,Los Angeles,10115 Haddon Avenue,Pacoima,CA,91331-3208,No,1,Los Angeles CO Land Type 2011
122,Active,No,Traditional,Elementary,K-5,Public,Warner Avenue Elementary,Los Angeles Unified,Los Angeles,615 Holmby Avenue,Los Angeles,CA,90024-2535,No,1,Los Angeles CO Land Type 2011
123,Active,No,Traditional,Elementary,K-5,Public,Roscomare Road Elementary,Los Angeles Unified,Los Angeles,2425 Roscomare Road,Los Angeles,CA,90077-1812,No,1,Los Angeles CO Land Type 2011
124,Active,Yes,Traditional,Elementary,K-2,Public,Fenton Primary Center,Los Angeles Unified,Los Angeles,11351 Dronfield Avenue,Sylmar,CA,91342,Yes,2,Los Angeles CO Land Type 2011
125,Active,Yes,Traditional,Elementary,K-5,Public,Castlebay Lane Charter,Los Angeles Unified,Los Angeles,19010 Castlebay Lane,Northridge,CA,91326-1005,No,1,Los Angeles CO Land Type 2011
126,Active,No,Traditional,Elementary,K-5,Public,Mountain View Elementary,Los Angeles Unified,Los Angeles,6410 Olcott Street,Tujunga,CA,91042-2830,No,1,Los Angeles CO Land Type 2011
127,Active,No,Traditional,Elementary,K-5,Public,Fernangeles Elementary,Los Angeles Unified,Los Angeles,12001 Art Street,Sun Valley,CA,91352-2499,No,1,Los Angeles CO Land Type 2011
128,Active,Yes,Traditional,Elementary,K-5,Public,Kenter Canyon Elementary,Los Angeles Unified,Los Angeles,645 North Kenter Avenue,Los Angeles,CA,90049-1946,No,1,Los Angeles CO Land Type 2011
129,Active,No,Traditional,Elementary,K-5,Public,Stonehurst Avenue Elementary,Los Angeles Unified,Los Angeles,9851 Stonehurst Avenue,Sun Valley,CA,91352-1222,No,1,Los Angeles CO Land Type 2011
130,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Walter Reed Middle,Los Angeles Unified,Los Angeles,4525 Irvine Avenue,North Hollywood,CA,91602-1915,No,1,Los Angeles CO Land Type 2011
131,Active,Yes,Traditional,Elementary,K-5,Public,Nestle Avenue Charter,Los Angeles Unified,Los Angeles,5060 Nestle Avenue,Tarzana,CA,91356-4350,No,1,Los Angeles CO Land Type 2011
132,Active,No,Traditional,Elementary,K-5,Public,Sunland Elementary,Los Angeles Unified,Los Angeles,8350 Hillrose Street,Sunland,CA,91040-2406,No,1,Los Angeles CO Land Type 2011
133,Active,No,Traditional,Elementary,K-5,Public,Lanai Road Elementary,Los Angeles Unified,Los Angeles,4241 Lanai Road,Encino,CA,91436-3614,No,1,Los Angeles CO Land Type 2011
134,Active,No,Traditional,Elementary,K-5,Public,Harding Street Elementary,Los Angeles Unified,Los Angeles,13060 Harding Street,Sylmar,CA,91342-4814,No,1,Los Angeles CO Land Type 2011
135,Active,No,Traditional,Elementary,K-5,Public,Hubbard Street Elementary,Los Angeles Unified,Los Angeles,13325 Hubbard Street,Sylmar,CA,91342-3224,No,1,Los Angeles CO Land Type 2011
136,Active,No,Traditional,Elementary,K-5,Public,Fifty-Second Street Elementary,Los Angeles Unified,Los Angeles,816 West 51st Street,Los Angeles,CA,90037-3603,No,1,Los Angeles CO Land Type 2011
137,Active,No,Traditional,Elementary,K-5,Public,Esperanza Elementary,Los Angeles Unified,Los Angeles,680 Little Street,Los Angeles,CA,90017-1644,No,1,Los Angeles CO Land Type 2011
138,Active,No,Traditional,Elementary,K-6,Public,Lillian Street Elementary,Los Angeles Unified,Los Angeles,5909 Lillian Street,Los Angeles,CA,90001-1433,No,1,Los Angeles CO Land Type 2011
139,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,South Gate Middle,Los Angeles Unified,Los Angeles,4100 Firestone Boulevard,South Gate,CA,90280-3218,No,1,Los Angeles CO Land Type 2011
140,Active,No,Traditional,Elementary,K-5,Public,Victoria Avenue Elementary,Los Angeles Unified,Los Angeles,3320 Missouri Avenue,South Gate,CA,90280-4308,No,1,Los Angeles CO Land Type 2011
141,Active,No,Traditional,Elementary,K-5,Public,Tweedy Elementary,Los Angeles Unified,Los Angeles,9724 Pinehurst Avenue,South Gate,CA,90280-5222,No,1,Los Angeles CO Land Type 2011
142,Active,No,Traditional,Elementary,K-6,Public,Teresa Hughes Elementary,Los Angeles Unified,Los Angeles,4242 Clara Street,Cudahy,CA,90201-5010,No,1,Los Angeles CO Land Type 2011
143,Active,No,Traditional,Elementary,K-6,Public,Nueva Vista Elementary,Los Angeles Unified,Los Angeles,4412 Randolph Street,Bell,CA,90201-1224,No,1,Los Angeles CO Land Type 2011
