,status,charter,ed_type,level_,grades,pb_prv_bie,school,district,county,street,city,state,zip,stacked,stack_cnt,source
7204,Active,No,Traditional,Elementary,K-6,Public,Jefferson Elementary,Fresno Unified,Fresno,202 North Mariposa Street,Fresno,CA,93701-2425,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7205,Active,No,Traditional,Elementary,K-6,Public,Kirk Elementary,Fresno Unified,Fresno,2000 East Belgravia Avenue,Fresno,CA,93706-4416,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7206,Active,No,Traditional,Elementary,K-6,Public,Kratt Elementary,Fresno Unified,Fresno,650 West Sierra Avenue,Fresno,CA,93704-1051,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7207,Active,No,Traditional,Elementary,K-6,Public,Lane Elementary,Fresno Unified,Fresno,4730 East Lowe Avenue,Fresno,CA,93702-3918,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7208,Active,No,Traditional,Elementary,K-6,Public,Lincoln Elementary,Fresno Unified,Fresno,1100 Mono Street,Fresno,CA,93706-3857,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7209,Active,No,Traditional,Elementary,K-6,Public,Lowell Elementary,Fresno Unified,Fresno,171 North Poplar Avenue,Fresno,CA,93701-1743,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7210,Active,No,Traditional,Elementary,K-6,Public,Malloch Elementary,Fresno Unified,Fresno,2251 West Morris Avenue,Fresno,CA,93711-1223,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7211,Active,No,Traditional,Elementary,K-6,Public,Mayfair Elementary,Fresno Unified,Fresno,3305 East Home Avenue,Fresno,CA,93703-4044,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7212,Active,No,Traditional,Elementary,K-6,Public,Muir Elementary,Fresno Unified,Fresno,410 East Dennett Avenue,Fresno,CA,93728-3108,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7213,Active,No,Traditional,Elementary,K-6,Public,Norseman Elementary,Fresno Unified,Fresno,4636 East Weldon Avenue,Fresno,CA,93703-2713,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7214,Active,No,Traditional,Elementary,K-6,Public,Powers-Ginsburg Elementary,Fresno Unified,Fresno,110 East Swift Avenue,Fresno,CA,93704-3511,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7215,Active,No,Traditional,Elementary,K-6,Public,Pyle Elementary,Fresno Unified,Fresno,4140 North Augusta Avenue,Fresno,CA,93726-4101,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7216,Active,No,Traditional,Elementary,K-6,Public,Robinson Elementary,Fresno Unified,Fresno,555 East Browning Avenue,Fresno,CA,93710-6108,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7217,Active,No,Traditional,Elementary,K-6,Public,Roeding Elementary,Fresno Unified,Fresno,1225 West Dakota Avenue,Fresno,CA,93705-2721,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7218,Active,No,Traditional,Elementary,K-6,Public,Rowell Elementary,Fresno Unified,Fresno,3460 East McKenzie Street,Fresno,CA,93702-2039,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7219,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Scandinavian Middle,Fresno Unified,Fresno,3216 North Sierra Vista,Fresno,CA,93726-6421,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7220,Active,No,Traditional,Elementary,K-6,Public,Thomas Elementary,Fresno Unified,Fresno,4444 North Millbrook,Fresno,CA,93726-3726,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7221,Active,No,Traditional,Elementary,K-6,Public,Turner Elementary,Fresno Unified,Fresno,5218 East Clay Avenue,Fresno,CA,93727-2502,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7222,Active,No,Traditional,Elementary,K-6,Public,Viking Elementary,Fresno Unified,Fresno,4251 North Winery Avenue,Fresno,CA,93726-3013,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7223,Active,No,Traditional,Elementary,K-6,Public,Vinland Elementary,Fresno Unified,Fresno,4666 North Maple Avenue,Fresno,CA,93726-1202,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7224,Active,No,Traditional,Elementary,K-6,Public,Webster Elementary,Fresno Unified,Fresno,2600 East Tyler,Fresno,CA,93701-1201,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7225,Active,No,Traditional,Elementary,K-6,Public,Wilson Elementary,Fresno Unified,Fresno,2131 West Ashlan Avenue,Fresno,CA,93705-1701,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7226,Active,No,Traditional,Elementary,K-6,Public,Winchell Elementary,Fresno Unified,Fresno,3722 East Lowe Street,Fresno,CA,93702-3432,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7227,Active,No,Traditional,Elementary,K-6,Public,Wishon Elementary,Fresno Unified,Fresno,3857 East Harvard Avenue,Fresno,CA,93703-1919,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7228,Active,No,Traditional,Elementary,K-6,Public,Wolters Elementary,Fresno Unified,Fresno,5174 North First Street,Fresno,CA,93710-7811,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7229,Active,No,Traditional,Intermediate/Middle/Junior High,6-7,Public,Cooper Middle,Fresno Unified,Fresno,2277 West Bellaire Way,Fresno,CA,93705-1736,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7230,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Fort Miller Middle,Fresno Unified,Fresno,1302 East Dakota Avenue,Fresno,CA,93704-4441,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7231,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Kings Canyon Middle,Fresno Unified,Fresno,5117 East Tulare Street,Fresno,CA,93727-3999,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7232,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Sequoia Middle,Fresno Unified,Fresno,4050 East Hamilton Avenue,Fresno,CA,93702-4456,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7233,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Tenaya Middle,Fresno Unified,Fresno,1239 West Mesa Avenue,Fresno,CA,93711-2007,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7234,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Wawona Middle,Fresno Unified,Fresno,4524 North Thorne Avenue,Fresno,CA,93704-3519,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7235,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Ahwahnee Middle,Fresno Unified,Fresno,1127 East Escalon Avenue,Fresno,CA,93710-5510,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7236,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Tioga Middle,Fresno Unified,Fresno,3232 East Fairmont Avenue,Fresno,CA,93726-0607,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7237,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Yosemite Middle,Fresno Unified,Fresno,1292 North Ninth Street,Fresno,CA,93703-4229,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7238,Active,No,Traditional,Elementary,K-6,Public,Eaton Elementary,Fresno Unified,Fresno,1451 East Sierra Avenue,Fresno,CA,93710-4313,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7239,Active,No,Traditional,Elementary,K-6,Public,McCardle Elementary,Fresno Unified,Fresno,577 East Sierra Avenue,Fresno,CA,93710-3824,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7240,Active,No,Traditional,Elementary,K-6,Public,Slater Elementary,Fresno Unified,Fresno,4472 North Emerson Avenue,Fresno,CA,93705-1206,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7241,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Tehipite Middle,Fresno Unified,Fresno,630 North Augusta,Fresno,CA,93701-2326,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7242,Active,No,Traditional,Elementary,K-4,Public,King Elementary,Fresno Unified,Fresno,1001 East Florence Avenue,Fresno,CA,93706-4236,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7243,Active,No,Traditional,Elementary,K-6,Public,Starr Elementary,Fresno Unified,Fresno,1780 West Sierra Avenue,Fresno,CA,93711-1836,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7244,Active,No,Traditional,Elementary,K-6,Public,Ayer Elementary,Fresno Unified,Fresno,5272 East Lowe Avenue,Fresno,CA,93727-5216,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7245,Active,No,Traditional,Elementary,K-6,Public,Forkner Elementary,Fresno Unified,Fresno,7120 North Valentine Avenue,Fresno,CA,93711-0644,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7246,Active,No,Traditional,Elementary,K-8,Public,Lawless Elementary,Fresno Unified,Fresno,5255 North Reese Avenue,Fresno,CA,93722-6111,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7247,Active,No,Traditional,Elementary,2-6,Public,Manchester Gate,Fresno Unified,Fresno,2307 East Dakota Avenue,Fresno,CA,93726-4001,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7248,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Edison Computech,Fresno Unified,Fresno,555 East Belgravia,Fresno,CA,93706-4806,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7249,Active,No,Traditional,Elementary,K-6,Public,Miguel Hidalgo Elementary,Fresno Unified,Fresno,3550 East Thomas Avenue,Fresno,CA,93702-1119,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7250,Active,No,Traditional,Elementary,K-6,Public,Ezekiel Balderas Elementary,Fresno Unified,Fresno,4625 East Florence Avenue,Fresno,CA,93725-1110,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7251,Active,No,Traditional,Elementary,K-6,Public,Susan B. Anthony Elementary,Fresno Unified,Fresno,1542 East Webster Street,Fresno,CA,93728-3701,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7252,Active,No,Traditional,Elementary,K-6,Public,Edith B. Storey Elementary,Fresno Unified,Fresno,5250 East Church Avenue,Fresno,CA,93725-0900,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7253,Active,No,Traditional,Elementary,K-6,Public,Ann B. Leavenworth,Fresno Unified,Fresno,4420 East Thomas Avenue,Fresno,CA,93702-1441,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7254,Active,No,Special Education School,High School,7-12,Public,Fulton Special Education,Fresno Unified,Fresno,3133 North Millbrook,Fresno,CA,93703,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7255,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Elizabeth Terronez Middle,Fresno Unified,Fresno,2300 South Willow,Fresno,CA,93725,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7256,Active,No,Special Education School,Elementary,K-7,Public,Irwin O. Addicott Elementary,Fresno Unified,Fresno,4784 East Dayton Avenue,Fresno,CA,93726-6406,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7257,Active,No,Traditional,Elementary,K-6,Public,David L. Greenberg Elementary,Fresno Unified,Fresno,5081 East Lane Avenue,Fresno,CA,93727-4838,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7258,Active,No,Traditional,Elementary,K-8,Public,Hamilton Elementary,Fresno Unified,Fresno,102 East Clinton,Fresno,CA,93704,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7259,Active,No,Community Day School,Elementary,1-6,Public,Phoenix Elementary Academy Community Day,Fresno Unified,Fresno,3335 North Arthur Avenue,Fresno,CA,93705,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7260,Active,Yes,Traditional,Elementary,4-6,Public,Ronald W. Reagan Elementary,Kingsburg Elementary Charter,Fresno,1180 Diane Avenue,Kingsburg,CA,93631-1000,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7261,Active,Yes,Community Day School,Intermediate/Middle/Junior High,8,Public,Island Community Day,Kingsburg Elementary Charter,Fresno,1776 Sixth Avenue Drive,Kingsburg,CA,93631,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7262,Active,Yes,Traditional,Elementary,2-3,Public,Lincoln Elementary,Kingsburg Elementary Charter,Fresno,1900 Mariposa Street,Kingsburg,CA,93631-2044,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7263,Active,Yes,Traditional,Elementary,1,Public,Roosevelt Elementary,Kingsburg Elementary Charter,Fresno,1185 Tenth Street,Kingsburg,CA,93631-2100,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7264,Active,Yes,Traditional,Elementary,K,Public,Washington Elementary,Kingsburg Elementary Charter,Fresno,1501 Ellis Street,Kingsburg,CA,93631-1826,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7265,Active,Yes,Traditional,Intermediate/Middle/Junior High,6-8,Public,Rafer Johnson Junior High,Kingsburg Elementary Charter,Fresno,1300 Stroud Avenue,Kingsburg,CA,93631-1000,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7266,Active,No,Alternative School of Choice,High School,9-12,Public,Kingsburg Independent Study High,Kingsburg Joint Union High,Fresno,2311 Sierra Street,Kingsburg,CA,93631-1457,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7267,Active,No,Traditional,High School,9-12,Public,Kingsburg High,Kingsburg Joint Union High,Fresno,1900 18th Avenue,Kingsburg,CA,93631-1629,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7268,Active,No,Continuation School,High School,9-12,Public,Oasis Continuation High,Kingsburg Joint Union High,Fresno,2311 Sierra Street,Kingsburg,CA,93631-1457,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7269,Active,No,Traditional,Elementary,K-5,Public,A. L. Conner Elementary,Kings Canyon Joint Unified,Fresno,222 Fourth Street,Orange Cove,CA,93646,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7270,Active,No,Traditional,Elementary,K-8,Public,Thomas Law Reed Elementary,Kings Canyon Joint Unified,Fresno,1400 North Frankwood Avenue,Reedley,CA,93654,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7271,Active,No,Traditional,High School,9-12,Public,Orange Cove High,Kings Canyon Joint Unified,Fresno,1700 Anchor Avenue,Orange Cove,CA,93646,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7272,Active,Yes,Traditional,High School,9-12,Public,Dunlap Leadership Academy,Kings Canyon Joint Unified,Fresno,39500 Dunlap Road,Dunlap,CA,93621,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7273,Active,No,Traditional,Elementary,K-8,Public,Silas Bartsch,Kings Canyon Joint Unified,Fresno,2225 East North Avenue,Reedley,CA,93654,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7274,Active,No,Traditional,Preschool,P,Public,KC KIDS Pre-School,Kings Canyon Joint Unified,Fresno,1220 East Washington Avenue,Reedley,CA,93654,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7275,Active,Yes,Traditional,High School,9,Public,Reedley Middle College High,Kings Canyon Joint Unified,Fresno,995 North Reed Avenue,Reedley,CA,93654,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7276,Active,No,Traditional,Preschool,P,Public,Kings Canyon Unified School District Wide Preschools,Kings Canyon Joint Unified,Fresno,675 West Manning Avenue,Reedley,CA,93654,Yes,4,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7277,Active,No,Continuation School,High School,7-12,Public,Kings Canyon Continuation,Kings Canyon Joint Unified,Fresno,10026 South Crawford Avenue,Dinuba,CA,93618-9208,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7278,Active,No,Traditional,Elementary,K-5,Public,Alta Elementary,Kings Canyon Joint Unified,Fresno,21771 East Parlier Avenue,Reedley,CA,93654-9535,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7279,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Citrus Middle,Kings Canyon Joint Unified,Fresno,1400 Anchor Avenue,Orange Cove,CA,93646-2111,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7280,Active,No,Traditional,Elementary,K-8,Public,Dunlap Elementary,Kings Canyon Joint Unified,Fresno,39667 Dunlap Road,Dunlap,CA,93621-0100,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7281,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,General Grant Middle,Kings Canyon Joint Unified,Fresno,360 North East Avenue,Reedley,CA,93654-2510,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7282,Active,No,Traditional,Elementary,K-5,Public,Jefferson Elementary,Kings Canyon Joint Unified,Fresno,1037 East Duff Avenue,Reedley,CA,93654-3505,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7283,Active,No,Traditional,Elementary,K-5,Public,McCord Elementary,Kings Canyon Joint Unified,Fresno,333 Center Street,Orange Cove,CA,93646-2056,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7284,Active,No,Traditional,Elementary,K-5,Public,Lincoln Elementary,Kings Canyon Joint Unified,Fresno,374 East North Avenue,Reedley,CA,93654-2535,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7285,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Navelencia Middle,Kings Canyon Joint Unified,Fresno,22620 East Wahtoke Avenue,Reedley,CA,93654-9604,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7286,Active,No,Traditional,Elementary,K-8,Public,Riverview Elementary,Kings Canyon Joint Unified,Fresno,8662 South Lac Jac Avenue,Parlier,CA,93648-9707,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7287,Active,No,Traditional,Elementary,K-5,Public,Sheridan Elementary,Kings Canyon Joint Unified,Fresno,1001 Ninth Street,Orange Cove,CA,93646,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7288,Active,No,Traditional,Elementary,K-5,Public,Washington Elementary,Kings Canyon Joint Unified,Fresno,1250 K Street,Reedley,CA,93654,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7289,Active,No,Traditional,Elementary,K-5,Public,Great Western Elementary,Kings Canyon Joint Unified,Fresno,5051 South Frankwood Avenue,Reedley,CA,93654-9779,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7290,Active,No,Traditional,High School,9-12,Public,Laton High,Laton Joint Unified,Fresno,6449 DeWoody,Laton,CA,93242-0248,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7291,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Conejo Middle,Laton Joint Unified,Fresno,6065 East Latonia,Laton,CA,93242,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7292,Active,No,Traditional,Elementary,K-5,Public,Laton Elementary,Laton Joint Unified,Fresno,6065 Latonia,Laton,CA,93242-0007,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7293,Active,No,Traditional,Elementary,K-8,Public,Monroe Elementary,Monroe Elementary,Fresno,11842 South Chestnut Avenue,Fresno,CA,93725-9618,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7294,Active,Yes,Traditional,High School,11-12,Public,National University Academy - Orange Center,Orange Center,Fresno,3530 South Cherry Avenue,Fresno,CA,93706-5615,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7295,Active,No,Traditional,Elementary,K-8,Public,Orange Center Elementary,Orange Center,Fresno,3530 South Cherry Avenue,Fresno,CA,93706-5615,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7296,Active,No,Traditional,Elementary,K-8,Public,Pacific Union Elementary,Pacific Union Elementary,Fresno,2065 East Bowles Avenue,Fresno,CA,93725-9630,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7297,Active,No,Traditional,Elementary,K-7,Public,S Ben Benavidez Elementary,Parlier Unified,Fresno,13900 Tuolumne Street,Parlier,CA,93648,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7298,Active,No,Continuation School,High School,9-12,Public,San Joaquin Valley High,Parlier Unified,Fresno,900 Newmark Avenue,Parlier,CA,93648,Yes,4,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7299,Active,No,Traditional,High School,Adult,Public,Parlier Adult,Parlier Unified,Fresno,900 Newmark Ave,Parlier,CA,93648-2028,Yes,4,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7300,Active,No,Traditional,High School,9-12,Public,Parlier High,Parlier Unified,Fresno,603 Third Street,Parlier,CA,93648-2028,Yes,4,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7301,Active,No,Traditional,Elementary,K-6,Public,Mathew J Brletic Elementary,Parlier Unified,Fresno,601 Third St,Parlier,CA,93648-2028,Yes,4,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7302,Active,No,Traditional,Elementary,K-6,Public,John C Martinez Elementary,Parlier Unified,Fresno,13174 East Parlier Avenue,Parlier,CA,93648-2227,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7303,Active,No,Traditional,Elementary,K-6,Public,Cesar E Chavez Elementary,Parlier Unified,Fresno,500 Tuolumne St,Parlier,CA,93648-2648,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7304,Active,No,Traditional,Intermediate/Middle/Junior High,7-8,Public,Parlier Junior High,Parlier Unified,Fresno,1200 East Parlier Ave,Parlier,CA,93648,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7305,Active,No,Traditional,Elementary,K-8,Public,Pine Ridge Elementary,Pine Ridge Elementary,Fresno,45828 Auberry Road,Auberry,CA,93602-9721,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7306,Active,No,Traditional,Elementary,K-8,Public,Raisin City Elementary,Raisin City Elementary,Fresno,6425 West Bowles Avenue,Raisin City,CA,93652-0069,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7307,Active,No,Traditional,Elementary,K-5,Public,Ronald W. Reagan Elementary,Sanger Unified,Fresno,1586 South Indianola,Sanger,CA,93657,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7308,Active,No,Traditional,Elementary,K-6,Public,Sequoia Elementary,Sanger Unified,Fresno,1820 South Armstrong Avenue,Fresno,CA,93727,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7309,Active,No,Adult Education Center,Adult,Adult,Public,Sanger Adult,Sanger Unified,Fresno,1045 Bethel Avenue,Sanger,CA,93657-2985,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7310,Active,No,Alternative School of Choice,Elementary-High Combination,4-12,Public,Taft High,Sanger Unified,Fresno,1801 Seventh Street,Sanger,CA,93657-2857,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7311,Active,Yes,Traditional,Elementary-High Combination,K-12,Public,Hallmark Charter,Sanger Unified,Fresno,2445 Ninth Street,Sanger,CA,93657,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7312,Active,No,Community Day School,High School,7-11,Public,Community Day,Sanger Unified,Fresno,818 L Street,Sanger,CA,93657,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7313,Active,No,Continuation School,High School,11-12,Public,Kings River High (Continuation),Sanger Unified,Fresno,1801 Seventh Street,Sanger,CA,93657-2895,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7314,Active,No,Traditional,High School,9-12,Public,Sanger High,Sanger Unified,Fresno,1045 Bethel Avenue,Sanger,CA,93657-2985,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7315,Active,No,Traditional,Elementary,K-6,Public,Centerville Elementary,Sanger Unified,Fresno,48 South Smith Avenue,Sanger,CA,93657-9666,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7316,Active,No,Traditional,Elementary,K-6,Public,Del Rey Elementary,Sanger Unified,Fresno,10620 Morro Street,Del Rey,CA,93616-0068,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7317,Active,No,Traditional,Elementary,K-8,Public,Fairmont Elementary,Sanger Unified,Fresno,3095 North Greenwood Avenue,Sanger,CA,93657-9331,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7318,Active,No,Traditional,Elementary,K-5,Public,Jackson Elementary,Sanger Unified,Fresno,1810 Third Street,Sanger,CA,93657-2302,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7319,Active,No,Traditional,Elementary,K-5,Public,Jefferson Elementary,Sanger Unified,Fresno,1110 Tucker Street,Sanger,CA,93657-3338,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7320,Active,No,Traditional,Elementary,K-6,Public,John S. Wash Elementary,Sanger Unified,Fresno,6350 East Lane Avenue,Fresno,CA,93727-5734,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7321,Active,No,Traditional,Elementary,K-5,Public,Lincoln Elementary,Sanger Unified,Fresno,1700 14th Street,Sanger,CA,93657-3442,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7322,Active,No,Traditional,Elementary,K-6,Public,Lone Star Elementary,Sanger Unified,Fresno,2617 South Fowler Avenue,Fresno,CA,93725-9308,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7323,Active,No,Traditional,Elementary,K-5,Public,Madison Elementary,Sanger Unified,Fresno,2324 Cherry Street,Sanger,CA,93657-3608,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7324,Active,No,Traditional,Intermediate/Middle/Junior High,6-8,Public,Washington Academic Middle,Sanger Unified,Fresno,1705 Tenth Street,Sanger,CA,93657-2799,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7325,Active,No,Traditional,Elementary,K-5,Public,Wilson Elementary,Sanger Unified,Fresno,610 Faller Street,Sanger,CA,93657-2553,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7326,Active,Yes,Traditional,Elementary,K-8,Public,Quail Lake Environmental Charter,Sanger Unified,Fresno,4087 North Quail Lake Drive,Clovis,CA,93611,No,1,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7327,Active,Yes,Traditional,Elementary,K-8,Public,Sanger Academy Charter,Sanger Unified,Fresno,2207 Ninth Street,Sanger,CA,93657,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7328,Active,No,Alternative School of Choice,High School,8-12,Public,Selma Independent,Selma Unified,Fresno,2269 Sylvia Street,Selma,CA,93662,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7329,Active,No,Continuation School,High School,7-12,Public,Heartland High (Continuation),Selma Unified,Fresno,2269 Sylvia Street,Selma,CA,93662-3488,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7330,Active,No,Adult Education Center,Adult,Adult,Public,Selma Adult,Selma Unified,Fresno,3125 Wright Street,Selma,CA,93662-2429,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
7331,Active,No,Traditional,High School,8-12,Public,Selma High,Selma Unified,Fresno,3125 Wright Street,Selma,CA,93662-2429,Yes,2,Fresno County 2012 Parcel Data; Pilot Project Shapefile
